Position   Rating   Sudoku_in_suduku17C_list                                                                    Canonical_form                                                                              Sudoku_from_sudokugarden.de                                                                 Cmp    Date
   19744      310   _5____2__+___76____+_______3_+____5_8__+__1___5__+7____2___+4__1___7_+___8____6+_8_______   ________1+_____2_3_+__4_5____+_______6_+_3_5_1___+_7____4__+___7_____+__6___5_4+8____3___   ____9____+8_1______+_____7_3_+_____36__+_7______1+3____4___+__48_____+_______4_+__6_1___5   PERM   2008-06-02
   31813      201   49____7__+____31___+_______5_+_8_72____+5______1_+_________+6_____2__+1_3______+___4____8   _________+_____1__2+_34____5_+______6_1+____3___7+__85_____+_____2___+____4__98+16_______   ____3____+96_______+_____1_25+____6___3+_________+7_1____4_+______9_6+__54_____+_____7__8   PERM   2008-06-03
   22863      201   _71______+____3__9_+_________+64___2_8_+___1_____+3________+___58_1_7+4_____5__+_2_______   _________+_______12+__3__4___+________5+____6_7__+_6821____+______3__+_1_______+5____89_7   _________+9___2____+______61_+__6______+________9+_7__4__58+_____3__5+_______7_+4_31_6___   PERM   2008-06-04
   27132      606   2_____73_+___8_1___+_4_______+__5___2__+___4____1+6___3____+____2__4_+_1______8+5________   ________1+_____2__3+__4_5____+___4___6_+__2____5_+_3___1___+___7_____+_1____2__+7___8__4_   _______5_+_64______+____91__7+__56_____+9_______8+_____73__+___4___6_+________3+7___5____   PERM   2008-06-05
    4591    19245   ____46___+1______8_+____3____+2_____6_5+_5_8_____+______3__+_13______+___5___7_+4_6______   ________1+_______23+__4__5___+_____14__+_3_______+26_______+____7_1__+___32____+__76____8   9________+____4___6+58_______+__4____3_+_____9___+___3_8__7+__3_1____+______8_5+______96_   PERM   2008-06-06
    4307      246   ____4_2__+8__7_____+1________+_27____6_+___1_85__+___3_____+_____5_31+_6__2____+_________   _________+_____1__2+_34____5_+______3__+_1__62___+5_____47_+___4_____+___7__6__+2_______8   ________6+__1_____4+5____7___+_46__3___+__9______+____8_17_+7______8_+_________+_3_69____   PERM   2008-06-07
   37189      142   7_1______+____6_2__+_______8_+___3_1___+2______6_+___7_____+68__4____+___1____3+_5____7__   ________1+_______23+__4__5___+_____6___+____4_5__+_21______+___3____2+6_5___7__+8___1____   ____4____+8____7___+______6_1+____8___7+__1______+_69______+__69_____+_____1_3_+5______48   PERM   2008-06-08
   18394      147   _36___7__+____21___+_________+______32_+4_1______+2________+___83__6_+5_______4+_9_7_____   _________+_______12+__3_45___+_____63__+_4____7_5+8__9_____+___2_____+___81____+_25______   _________+76_______+_____189_+______6_5+________7+____79___+___5____3+__1____2_+9_4_8____   PERM   2008-06-09
   13492      695   __3_8____+_2____6__+______71_+____3_5_4+___42____+1________+6__7_____+_______23+___1_____   _________+_____1_23+__4_56___+____1_5__+_2____6__+73__8____+___2____7+__5______+6________   ____61___+_____8_7_+4_____9__+7_5______+________6+9__5_3___+___97____+__6______+__1_____8   PERM   2008-06-10
    1620      353   ______8_1+___6_____+___5_____+___4___5_+_9_____4_+_2__7____+3___8_7__+5_____1__+4_6______   _________+_____1__2+_34____5_+______53_+1___62___+6________+______7_8+___4_____+___539___   __3______+__8______+___6_4___+____5__2_+1______7_+__5_3____+_____6__3+______8_5+4____1__9   PERM   2008-06-11
   14524      186   __8___93_+___1_2___+___5_____+____8_7_4+___6__5__+_1_______+7___5____+8______1_+________2   ________1+_______23+__4_56___+_____1__7+___8_94__+_3_______+___2_____+4___3____+9_____1__   __3______+_76______+____924__+__8__3___+_______6_+4__5_1___+____6___4+___7_____+3_______1   PERM   2008-06-12
   14737      290   _1______3+4__2_____+___8___5_+_5__3____+_______2_+______8__+7____96__+__2___1__+____5___4   ________1+_______2_+__3__4___+_____35__+_1_____6_+7___8__9_+___2____3+__6___4__+5__1_____   __4_3____+__7_____5+___9___6_+____7____+_____4___+9______3_+_____67__+3__5_____+_2___8__1   PERM   2008-06-13
    6091      186   ____8__2_+_1___6___+4________+_3_9____1+___25____+_6_______+2__4___8_+8_____6__+______3__   _________+_____1_23+_45_6____+________1+__45_____+32_______+_____2___+___4__7__+__6___5_8   ________5+_8_____6_+4___7____+3_7______+_______8_+__26___9_+_____8__4+_____9___+__5_4___7   PERM   2008-06-14
    8547    18502   ___3_1_6_+_4___2___+7_______8+___5__31_+8___2____+_________+_31______+____7_2__+___6_____   _________+_____1__2+_34____5_+_______6_+___34____+__2_____7+____8_2__+_6____34_+1____7___   ___4____1+_7_____5_+_69_8____+7_______4+_________+__3_69___+1____7___+__8______+______69_   PERM   2008-06-15
   18427      239   _37_2____+__4___6__+_________+_4_5_____+6_____1__+____7__3_+___4___7_+___6_1___+5_______8   _________+_____1__2+__3____45+_____61__+__5_4____+_7_____2_+___8__7__+_2__5____+61_______   _________+_____85__+7_____19_+_____6__8+1___9____+__3____5_+_68______+___4____3+__5_1____   PERM   2008-06-16
   17691      198   _3__1____+_5_____2_+________6+______7_1+___8__3__+2________+_4_5_3_7_+6__2_____+1________   _________+_____1_23+__456____+________5+_____3___+_7__42___+_____8_4_+5_____6__+83_______   ___8_____+____7__3_+6______9_+__4__9___+________7+___6_1___+__7_____8+________6+_93_1__5_   PERM   2008-06-17
   12701      919   ___98____+_4____6__+5________+_32__5___+___7____8+_______1_+8_9____7_+____1_3__+7________   ________1+_____1_23+__4_5____+________6+____7_8__+_23______+_____4___+_1_3_____+6_____59_   ________3+_____8_5_+4_2______+__14_____+____6____+_3____79_+6____9___+________1+____1_2_4   PERM   2008-06-18
    1607      142   ______75_+___8_3___+4________+6__2____1+2___74___+_______8_+_13______+____9_2__+_8_______   ________1+_______23+__4__5___+______6__+____78___+12_______+____1____+_68___5__+5__3__9__   ________5+_94______+____31___+15______7+____4____+__76____8+2____7___+_______4_+______96_   PERM   2008-06-19
    5871      279   ____71___+_3______4+_______8_+15____6__+___4___3_+2________+_4_38____+7_______1+______2__   _________+_____1_23+__4_5___6+____4_5__+_1__7____+_3_______+___2____8+__5__3___+7_____4__   ____4____+___5___9_+16_______+__5_9____+________7+_____8_36+___6____1+_____7___+4_9____5_   PERM   2008-06-20
   14517      229   __8___7__+_2___6___+_________+2___75___+___1__4__+_3______8+__48_____+____3__2_+9______6_   _________+_____1__2+__3____4_+____2__5_+_16___4__+7____8___+___3__9__+_5_4_____+2_______8   _________+_8_____7_+_____14__+__6__5___+___4___9_+13______7+9___7____+____8___2+__4___5__   PERM   2008-06-21
   34986      220   6__25_7__+_1_______+___8_____+2______34+_____3_1_+__9_6____+5_____2__+___4_1___+_________   _________+_______12+__3__4___+________5+____1____+__6__74_3+___8__7__+_1_____9_+29___3___   __4______+_______6_+3_7__1__8+_9__6____+8_____2__+___59___7+_65______+_________+_____7__3   PERM   2008-06-22
   36525      157   7____2___+____9_2__+1______7_+_93_4____+_______8_+_2_______+87_1_____+___5__3__+________9   ________1+_____2___+__3____45+_____67__+__5_1____+_1____6__+___5_____+7_____2_6+8___4____   ____1___6+2____7___+_7______1+____4____+_______7_+5_____92_+__3__9___+___2_____+__6____14   PERM   2008-06-23
   14833     4159   _1_____4_+____7_2__+____8____+__41_3___+1_____8__+___4__9__+2___5____+___6___3_+8________   _________+_____1__2+_34____5_+________6+__645____+2________+____7_48_+1________+62___9___   4________+1____7___+____5__6_+_____4__6+__5__2___+_96___5__+__8_9____+________4+3_______7   PERM   2008-06-24
   12156      554   ___8__3__+4__7_____+_______2_+_21____5_+___4_____+____3____+_6____2_7+____2_4__+5____1___   ________1+_______2_+__3_45___+___1____6+__4______+_2______7+___3__5__+_1_____4_+64__8____   ____7____+__1_____5+__4__9___+__5______+9________+____3_67_+7____5___+_6______3+___1_7_8_   PERM   2008-06-25
   24293      341   _892___5_+_41______+_________+____41___+____5__2_+6_____8__+3__6_____+______9_4+______1__   _________+_______12+__3__4_56+_____78__+_1_______+25_______+___12____+__4_3____+_6____7__   _________+______65_+__7_3_24_+3___7____+_____4__8+56_______+___5_2___+_____6___+__8_____9   PERM   2008-06-26
   24358     3587   _9____1__+___6_4___+_________+57__1____+_______24+___8_____+__3_8_5__+6_2______+4__7_____   _________+_______12+__3__4___+________5+____673__+18_______+____1___7+___82____+__69__5__   _________+_58______+_____6_2_+___57____+__4______+6______13+______7_8+__1_____5+4____39__   PERM   2008-06-27
     186     1325   _______29+___3_6___+________8+_6____5__+_53______+____2____+___6__15_+2___7_4__+9________   ________1+_______23+____45___+_____467_+__28__9__+__3______+___2_____+_4____7__+57_______   ___4_____+_89______+___27____+______93_+7________+_____3_8_+1____5__7+________2+__8_36___   PERM   2008-06-28
   17610      207   _3____6_5+7__2_____+_________+____46_8_+____3__1_+5________+2_18_____+___5__4__+______3__   _________+_____1__2+_34____5_+________3+6___5____+7__48____+_____76_1+__5______+__8__3___   _________+__7_____1+___3_8_9_+9___6____+________3+58__4____+__3__5___+_____9___+__4___6_7   PERM   2008-06-29
   37986      139   8_____2_3+5____7___+___9_____+__1____8_+_7__4____+_9__3____+___1___7_+_6____4__+3________   ________1+_____2__3+__4_5____+_______5_+____6_7__+12_______+___1___84+__6______+75___9___   __2______+_1______3+___9_7__4+5______1_+9______2_+____4_6__+_____5_8_+________9+__6_1____   PERM   2008-06-30
    4443      742   ____41___+_2____7__+_______6_+5__7__68_+_9_3_____+_______4_+4_1_8____+___2__5__+_________   _________+_____1__2+_34____5_+______34_+____6____+2____7___+____4____+__1_56__7+8_______9   ____8____+_____1_7_+56_______+__9____2_+____5____+__1_48__3+__7__3___+_________+4_____6_5   PERM   2008-07-01
   12356      150   ___8_43__+1_____4__+5________+_______16+9______5_+___2_____+_4_6__2__+_8_____7_+____1____   _________+_______12+__3_45___+______4__+___1_____+_6_2___7_+___81__6_+4_5_____9+7________   ________3+_____5__6+_54__9___+____3___2+__7______+___86____+____1__4_+6________+__8__7_5_   PERM   2008-07-02
    9287      165   ___4_3___+_______65+_______7_+__98__3__+7___6____+______1__+___7__92_+6___2____+_5_______   ________1+_______23+____45___+______6__+__13_____+_7___84__+_____17_9+__39_____+2________   ____1____+___38____+_95______+8_______1+_____6___+__4__92__+7_______8+_______3_+__1_72___   PERM   2008-07-03
   23760     2791   _8_4__7__+______29_+_________+2_9_5____+_____16__+__58_____+_4______3+____2__5_+6________   _________+_______12+__3__4__5+_____36__+____7____+_2_____8_+__48_____+_8_12____+9_______7   _________+____27___+__5__1_4_+_6___8___+__4___3__+3_____2_7+7___3____+________8+___9___5_   PERM   2008-07-04
    1293      236   ______42_+____81___+______3__+7__9_____+___4__7__+1________+_43_5____+_____6_78+_2_______   ________1+_______23+____45___+______6__+__2___4__+_134_____+___37____+5_____8__+6_______9   _____9___+46_______+____75___+__5__1___+________6+__2_____1+_8_41____+_______7_+3_____95_   PERM   2008-07-05
   35687      155   61_2_____+_______49+_________+____41___+_3__5____+7_____2__+___5__1__+34_______+8_9______   _________+_______12+__3_45___+_____63__+_7__8____+41_______+____18___+___2_9___+__7___4__   _________+___25____+__7____68+3______9_+_____7__1+56_______+_______59+______2_4+__3__6___   PERM   2008-07-06
   13229      308   __2___8__+___6____4+___1_____+71_______+_____92__+6________+_6_74____+______39_+____5__2_   ________1+_______23+__4__5___+_____65__+_1__7____+_2_______+___4_8___+73_____1_+9__5_____   __6______+__85_____+_____47__+_2___7___+________8+_______61+____29___+3___7____+5_1____8_   PERM   2008-07-07
   17523      610   _3____19_+___78____+___4_____+_5_62____+3_______7+______4__+_____1_5_+4_1______+7________   ________1+_______23+__2__4___+____1___5+___3_____+67____4__+___2_85__+_3_______+91_______   __5______+4_1______+____26_9_+___1____9+_____5___+7_8____3_+______6_5+________1+_6__3____   PERM   2008-07-08
   14967      149   _1____2__+8__7_____+___5_____+6______75+_3__2____+____1____+7_5_____6+______32_+___4_____   _________+_______12+__3_45___+___1____6+_4_______+_5___78__+_8____4__+2_____5__+6__2_____   __3______+__1_____4+_____7_6_+7______9_+6________+___31___8+____79___+__5______+___8__3_1   PERM   2008-07-09
    8374     1097   ___3__4__+8__5_____+7_6______+_3____1__+____6____+_____8___+___15__7_+______2_9+_______86   ________1+_______2_+__3__4___+_____53__+_1____6__+27_______+____7_46_+___21____+___8_9___   ______8_1+__3_____4+__9__5___+8________+_4_______+_____6_9_+___2_7___+___84____+3_6_1____   PERM   2008-07-10
   33577      242   52_______+___4____8+_______9_+9___72___+____3_5__+1________+_8_9___7_+_6____2__+___1_____   _________+_____1_23+_45__6___+________6+______7_8+2_3_9____+____5____+__83_____+_6____1__   ____2____+__54_____+_______73+9____3___+________6+17______2+_____7_8_+__6______+__2_1__4_   PERM   2008-07-11
   23344      191   _8_____72+6__3_____+_______8_+1__4__6__+_5_7_____+_____3___+3___5____+____28___+______1__   _________+_____1__2+__3_4__5_+________6+______2_7+_4__5____+____87_3_+2__3_____+6_1______   ____4____+__9_____8+___71__4_+__1____3_+_9_______+__5__8__6+74_______+_____6___+3_______9   PERM   2008-07-12
   28638    88549   3_______4+_7_6_____+___1_____+__8____1_+_____23__+____3____+_5____16_+2___74___+______8__   ________1+_____1_2_+__3_4____+______4__+_1_5_____+6_____7__+_____3___+_2_____56+8___74___   __6______+__8____1_+___5____9+_7___9___+9________+____6_4__+15______7+_____4___+____86_3_   PERM   2008-07-13
    4679     6633   ____5__2_+_1____7__+5________+_781____3+____6____+_3_______+___3_74__+6______5_+2________   ________1+_____2___+__1_3__45+______6__+_5______3+7____6___+______7__+_8_51____+6_____2__   ________3+_____1_6_+3___7____+8________+_______9_+__69__41_+____3___8+________7+_19__5___   PERM   2008-07-14
   26319      138   12_6____4+___4__8__+_5_______+3___2_1__+____59___+_________+_______95+7__8_____+_______3_   _________+_______12+__3__4__5+_____56__+_1______7+48_______+____12___+____8____+__6___7_9   _______3_+__5__4___+__85___76+32_______+_________+7____6__9+__4_____1+____9____+___32____   PERM   2008-07-15
   37439      199   7_82____4+1__9_____+__5______+______31_+_6_4_____+_______9_+____17___+_9____7__+____5____   ________1+_______23+__2__4___+_____56__+_37______+_4_______+____1____+___3__4__+6__28_9__   ______3__+__2_____6+__75__4_1+__5____8_+____2____+____69___+_____1_2_+3________+61_______   PERM   2008-07-16
   26843      378   2______8_+__51_____+___4___6_+______5_1+6____8___+_4_______+___51_2__+76_______+____3____   ________1+_____2__3+_45______+_______4_+____61___+1_7__3___+___5__7__+_2_8___5_+3________   __5_8____+__6___3__+____4___7+_4______8+_______5_+___6_3___+_______81+9________+6_3__7___   PERM   2008-07-17
   31427      186   4_7___8__+6_____3__+____1____+_5__2__1_+_12______+___4_____+3__8_____+___3__6__+_______2_   _________+_____1__2+_34____5_+_________+____6_34_+1____2___+___1_7___+_65___4__+_8_2_____   6________+_____9__8+_____41_5+______76_+__5______+7___6__3_+__9__8___+____7____+__4_____9   PERM   2008-07-18
    2514      269   _____829_+75_3_____+4________+62__5____+___2___8_+________1+____4_5__+_8_______+__1______   ________1+_______2_+__3__4___+______3__+_1__56___+7_____8_4+___2_____+__4___9_6+6___1____   ________5+__9____31+_4__27___+__7_4____+___6_____+3______78+_______4_+______6__+5____3___   PERM   2008-07-19
   25479    20085   1__2__4__+____3__8_+2________+_37_5____+______1__+_5_______+______653+___8_4___+_______7_   ________1+_______23+____45___+___3____2+__6______+__7__4___+_3_______+_8___65__+12_7_____   ________7+9___4____+__7__5__6+_____6___+_______3_+3_____19_+_54______+____1____+___938___   PERM   2008-07-20
    1699      254   ______89_+_2____3__+__4_6____+8__3_1___+_5_____2_+___8_____+9___2___6+1_3______+_________   _________+_______12+__3__4__5+_____3_6_+_1____4__+57_______+____7____+___21___7+4_____8__   8_____5__+_____9_7_+____24___+____7__3_+__4______+_69_____4+______9_6+_________+7__8____2   PERM   2008-07-21
    9449      138   ___45__8_+_16______+_________+7____1_3_+____6___4+_2_______+3__8__9__+__4___6__+___2_____   _________+_______12+__3_45___+________6+__72__8__+_4___1___+____6____+1______4_+9___3_7__   _________+______86_+3_5_4____+8__5_____+_______7_+_6__9___1+_____85__+__7______+__4__2__9   PERM   2008-07-22
   27648      338   2__4__3__+_______6_+__8______+73____6__+____5___7+____8____+__5___18_+_4_7_____+_____2___   ________1+_____2___+__3_4__5_+_____6_72+__83_____+_4_______+___58__1_+2________+6_____8__   ______4__+____8____+__5__9__7+3__1_____+4________+_____8_91+__1____5_+_7_______+____463__   PERM   2008-07-23
   31787      165   47_6____8+____1____+8________+_31__6___+_______84+_________+2__4__5__+__5___13_+_________   _________+_______12+__3_45___+_________+_____65_4+_1_7__6__+___2_____+_3_18__2_+5________   ________4+6________+__84___15+___54____+_________+_8____69_+____963__+_________+__5__3__7   PERM   2008-07-24
   32738     8868   5__2_____+______64_+___9_____+_______85+_4____1__+76_______+3_______2+___56____+____41___   _________+_______12+__3__4__5+_____63__+_1____7__+_2_____8_+____8____+___21____+9_63_____   __2______+____58___+__7_____3+_____6_5_+_______81+___34____+8_3______+56_______+___7____9   PERM   2008-07-25
   26414      250   14____3__+____2__7_+_________+______421+_8_3_____+_________+2___5__6_+__78_____+___4__8__   _________+______123+__4__5___+_________+____1_6__+_23_____5+_____3__4+_1__7_8__+6____4___   _________+7___1____+_____9_56+__9____4_+_________+___675___+__4___1__+__5__4___+3___8___7   PERM   2008-07-26
